valor1,valor2,valor3,valor4,valor5,valor6,valor7,monto,no pago
S,pepe,T,T,54,k,54,1,1
A,sergio,T,T,56,j,56,1,1
S,jojo,U,U,76,h,76,1,1
S,pepe,U,U,78,g,78,1,1
A,pepe,U,U,98,f,98,1,1
A,pepe,T,T,76,d,76,1,1
A,sergio,Y,Y,54,s,54,1,1
A,jojo,T,T,32,a,32,1,1
S,jojo,T,T,34,z,34,1,1
S,pepe,U,U,56,x,56,1,1
S,pepe,U,U,7,c,7,1,1
S,pepe,U,U,8,v,8,1,1
S,pepe,T,T,9,b,9,1,1
S,pepe,Y,Y,8,n,8,1,1
A,pepe,Y,Y,7,q,7,1,1
A,pepe,Y,Y,6,w,6,1,1
A,pepe,Y,Y,5,e,5,1,1
A,pepe,Y,Y,4,r,4,1,1
A,pepe,Y,Y,3,t,3,1,1
A,pepe,Y,Y,2,y,2,1,1
A,pepe,T,T,1,u,1,1,1
A,sergio,Y,Y,2,i,2,1,1
A,jojo,U,U,3,o,3,1,1
S,jojo,Y,Y,4,p,4,1,1
S,jojo,T,T,5,l,5,1,1
S,sergio,Y,Y,6,k,6,1,1
S,pepe,T,T,7,j,7,1,1
S,pepe,T,T,7,h,7,1,1
A,sergio,T,T,77,g,77,1,1
S,jojo,U,U,56,f,56,1,1
S,pepe,U,U,54,d,54,1,1
A,pepe,U,U,34,s,34,1,1
A,pepe,T,T,32,a,32,1,1
A,sergio,Y,Y,14,z,14,1,1
A,jojo,T,T,16,x,16,1,1
S,jojo,T,T,18,c,18,1,1
S,pepe,U,U,19,v,19,1,1
S,pepe,U,U,1,b,1,1,1
S,pepe,U,U,2,n,2,1,1
S,pepe,T,T,3,q,3,1,1
S,pepe,Y,Y,4,w,4,1,1
A,pepe,Y,Y,5,e,5,1,1
A,pepe,Y,Y,6,r,6,1,1
A,pepe,Y,Y,7,t,7,1,1
A,pepe,Y,Y,6,y,6,1,1
A,pepe,Y,Y,5,u,5,1,1
A,pepe,Y,Y,4,i,4,1,1
A,pepe,T,T,3,o,3,1,1
A,sergio,Y,Y,2,p,2,1,1
A,jojo,U,U,1,l,1,1,1
S,jojo,Y,Y,2,k,2,1,1
S,jojo,T,T,3,j,3,1,1
S,sergio,Y,Y,4,h,4,1,1
S,pepe,T,T,5,g,5,1,1
S,pepe,T,T,6,f,6,1,1
A,sergio,T,T,7,d,7,1,1
S,jojo,U,U,8,s,8,1,1
S,pepe,U,U,9,a,9,1,1
A,pepe,U,U,0,z,0,1,1
A,pepe,T,T,9,x,9,1,1
A,sergio,Y,Y,12,c,12,1,1
A,jojo,T,T,11,v,11,1,1
S,jojo,T,T,23,b,23,1,1
S,pepe,U,U,21,n,21,1,1
S,pepe,U,U,2,q,2,1,1
S,pepe,U,U,21,w,21,1,1
S,pepe,T,T,54,e,54,1,1
S,pepe,Y,Y,56,r,56,1,1
A,pepe,Y,Y,76,t,76,1,1
A,pepe,Y,Y,78,y,78,1,1
A,pepe,Y,Y,98,u,98,1,1
A,pepe,Y,Y,76,i,76,1,1
A,pepe,Y,Y,54,o,54,1,1
A,pepe,Y,Y,32,p,32,1,1
A,pepe,T,T,34,l,34,1,1
A,sergio,Y,Y,56,k,56,1,1
A,jojo,U,U,7,j,7,1,1
S,jojo,Y,Y,8,h,8,1,1
S,jojo,T,T,9,g,9,1,1
S,sergio,Y,Y,8,f,8,1,1
S,pepe,T,T,7,d,7,1,1
S,pepe,T,T,6,s,6,1,1
A,sergio,T,T,5,a,5,1,1
S,jojo,U,U,4,z,4,1,1
S,pepe,U,U,3,x,3,1,1
A,pepe,U,U,2,c,2,1,1
A,pepe,T,T,1,v,1,1,1
A,sergio,Y,Y,2,b,2,1,1
A,jojo,T,T,3,n,3,1,1
S,jojo,T,T,4,q,4,1,1
S,pepe,U,U,5,w,5,1,1
S,pepe,U,U,6,e,6,1,1
S,pepe,U,U,7,r,7,1,1
S,pepe,T,T,7,t,7,1,1
S,pepe,Y,Y,77,y,77,1,1
A,pepe,Y,Y,56,u,56,1,1
A,pepe,Y,Y,54,i,54,1,1
A,pepe,Y,Y,34,o,34,1,1
A,pepe,Y,Y,32,p,32,1,1
A,pepe,Y,Y,14,l,14,1,1
A,pepe,Y,Y,16,k,16,1,1
A,pepe,T,T,18,j,18,1,1
A,sergio,Y,Y,19,h,19,1,1
A,jojo,U,U,1,g,1,1,1
S,jojo,Y,Y,2,f,2,1,1
S,jojo,T,T,3,d,3,1,1
S,sergio,Y,Y,4,s,4,1,1
S,pepe,T,T,5,a,5,1,1
S,pepe,T,T,6,z,6,1,1
A,sergio,T,T,7,x,7,1,1
S,jojo,U,U,6,c,6,1,1
S,pepe,U,U,5,v,5,1,1
A,pepe,U,U,4,b,4,1,1
A,pepe,T,T,3,n,3,1,1
A,sergio,Y,Y,2,q,2,1,1
A,jojo,T,T,1,w,1,1,1
S,jojo,T,T,2,e,2,1,1
S,pepe,U,U,3,r,3,1,1
S,pepe,U,U,4,t,4,1,1
S,pepe,U,U,5,y,5,1,1
S,pepe,T,T,6,u,6,1,1
S,pepe,Y,Y,7,i,7,1,1
A,pepe,Y,Y,8,o,8,1,1
A,pepe,Y,Y,9,p,9,1,1
A,pepe,Y,Y,0,l,0,1,1
A,pepe,Y,Y,9,k,9,1,1
A,pepe,Y,Y,12,j,12,1,1
A,pepe,T,T,11,h,11,1,1
A,sergio,Y,Y,23,g,23,1,1
A,jojo,U,U,21,f,21,1,1
S,jojo,Y,Y,2,d,2,1,1
S,jojo,T,T,21,s,21,1,1
S,sergio,Y,Y,54,a,54,1,1
S,pepe,T,T,56,z,56,1,1
S,pepe,T,T,76,x,76,1,1
A,sergio,T,T,78,c,78,1,1
S,jojo,U,U,98,v,98,1,1
S,pepe,U,U,76,b,76,1,1
A,pepe,U,U,54,n,54,1,1
A,pepe,T,T,32,m,32,1,1
A,sergio,Y,Y,34,q,34,1,1
A,jojo,T,T,56,w,56,1,1
S,jojo,T,T,7,e,7,1,1
S,pepe,U,U,8,r,8,1,1
S,pepe,U,U,9,t,9,1,1
S,pepe,U,U,8,y,8,1,1
S,pepe,T,T,7,u,7,1,1
S,pepe,Y,Y,6,i,6,1,1
A,pepe,Y,Y,5,o,5,1,1
A,pepe,Y,Y,4,p,4,1,1
A,pepe,Y,Y,3,l,3,1,1
A,pepe,Y,Y,2,k,2,1,1
A,pepe,Y,Y,1,j,1,1,1
A,pepe,T,T,2,h,2,1,1
A,sergio,Y,Y,3,g,3,1,1
A,jojo,U,U,4,f,4,1,1
S,jojo,Y,Y,5,d,5,1,1
S,jojo,T,T,6,s,6,1,1
S,sergio,Y,Y,7,a,7,1,1
S,pepe,T,T,7,z,7,1,1
S,pepe,T,T,77,x,77,1,1
A,sergio,T,T,56,c,56,1,1
S,jojo,U,U,54,v,54,1,1
S,pepe,U,U,34,b,34,1,1
A,pepe,U,U,32,n,32,1,1
A,pepe,T,T,14,m,14,1,1
A,sergio,Y,Y,16,q,16,1,1
A,jojo,T,T,18,w,18,1,1
S,jojo,T,T,19,e,19,1,1
S,pepe,U,U,1,r,1,1,1
S,pepe,U,U,2,t,2,1,1
S,pepe,U,U,3,y,3,1,1
S,pepe,T,T,4,u,4,1,1
S,pepe,Y,Y,5,i,5,1,1
A,pepe,Y,Y,6,o,6,1,1
A,pepe,Y,Y,7,p,7,1,1
A,pepe,Y,Y,6,l,6,1,1
A,pepe,Y,Y,5,k,5,1,1
A,pepe,Y,Y,4,j,4,1,1
A,pepe,Y,Y,3,h,3,1,1
A,pepe,T,T,2,g,2,1,1
A,sergio,Y,Y,1,f,1,1,1
A,jojo,U,U,2,d,2,1,1
S,jojo,Y,Y,3,s,3,1,1
S,jojo,T,T,4,a,4,1,1
S,sergio,Y,Y,5,z,5,1,1
S,pepe,T,T,6,x,6,1,1
S,pepe,T,T,7,c,7,1,1
A,sergio,T,T,8,v,8,1,1
S,jojo,U,U,9,b,9,1,1
S,pepe,U,U,0,n,0,1,1
A,pepe,U,U,9,q,9,1,1
A,pepe,T,T,12,w,12,1,1
A,sergio,Y,Y,11,e,11,1,1
A,jojo,T,T,23,r,23,1,1
S,jojo,T,T,21,t,21,1,1
S,pepe,U,U,2,y,2,1,1
S,pepe,U,U,21,u,21,1,1
S,pepe,U,U,54,i,54,1,1
S,pepe,T,T,56,o,56,1,1
S,pepe,Y,Y,76,p,76,1,1
A,pepe,Y,Y,78,l,78,1,1
A,pepe,Y,Y,98,k,98,1,1
A,pepe,Y,Y,76,j,76,1,1
A,pepe,Y,Y,54,h,54,1,1
A,pepe,Y,Y,32,g,32,1,1
A,pepe,Y,Y,34,f,34,1,1
A,pepe,T,T,56,d,56,1,1
A,sergio,Y,Y,7,s,7,1,1
A,jojo,U,U,8,a,8,1,1
S,jojo,Y,Y,9,z,9,1,1
S,jojo,T,T,8,x,8,1,1
S,sergio,Y,Y,7,c,7,1,1
S,pepe,T,T,6,v,6,1,1
S,pepe,T,T,5,b,5,1,1
A,sergio,T,T,4,n,4,1,1
S,jojo,U,U,3,q,3,1,1
S,pepe,U,U,2,w,2,1,1
A,pepe,U,U,1,e,1,1,1
A,pepe,T,T,2,r,2,1,1
A,sergio,Y,Y,3,t,3,1,1
A,jojo,T,T,4,y,4,1,1
S,jojo,T,T,5,u,5,1,1
S,pepe,U,U,6,i,6,1,1
S,pepe,U,U,7,o,7,1,1
S,pepe,U,U,7,p,7,1,1
S,pepe,T,T,77,l,77,1,1
S,pepe,Y,Y,56,k,56,1,1
A,pepe,Y,Y,54,j,54,1,1
A,pepe,Y,Y,34,h,34,1,1
A,pepe,Y,Y,32,g,32,1,1
A,pepe,Y,Y,14,f,14,1,1
A,pepe,Y,Y,16,d,16,1,1
A,pepe,Y,Y,18,s,18,1,1
A,pepe,T,T,19,a,19,1,1
A,sergio,Y,Y,1,z,1,1,1
A,jojo,U,U,2,x,2,1,1
S,jojo,Y,Y,3,c,3,1,1
S,jojo,T,T,4,v,4,1,1
S,sergio,Y,Y,5,b,5,1,1
S,pepe,T,T,6,n,6,1,1
S,pepe,T,T,7,q,7,1,1
A,sergio,T,T,6,w,6,1,1
S,jojo,U,U,5,e,5,1,1
S,pepe,U,U,4,r,4,1,1
A,pepe,U,U,3,t,3,1,1
A,pepe,T,T,2,y,2,1,1
A,sergio,Y,Y,1,u,1,1,1
A,jojo,T,T,2,i,2,1,1
S,jojo,T,T,3,o,3,1,1
S,pepe,U,U,4,p,4,1,1
S,pepe,U,U,5,l,5,1,1
S,pepe,U,U,6,k,6,1,1
S,pepe,T,T,7,j,7,1,1
S,pepe,Y,Y,8,h,8,1,1
A,pepe,Y,Y,9,g,9,1,1
A,pepe,Y,Y,0,f,0,1,1
A,pepe,Y,Y,9,d,9,1,1
A,pepe,Y,Y,12,s,12,1,1
A,pepe,Y,Y,11,a,11,1,1
A,pepe,T,T,23,z,23,1,1
A,sergio,Y,Y,21,x,21,1,1
A,jojo,U,U,2,c,2,1,1
S,jojo,Y,Y,21,v,21,1,1
S,jojo,T,T,54,b,54,1,1
S,sergio,Y,Y,56,n,56,1,1
S,pepe,T,T,76,q,76,1,1
S,pepe,T,T,78,w,78,1,1
A,sergio,T,T,98,e,98,1,1
S,jojo,U,U,76,r,76,1,1
S,pepe,U,U,54,t,54,1,1
A,pepe,U,U,32,y,32,1,1
A,pepe,T,T,34,u,34,1,1
A,sergio,Y,Y,56,i,56,1,1
A,jojo,T,T,7,o,7,1,1
S,jojo,T,T,8,p,8,1,1
S,pepe,U,U,9,l,9,1,1
S,pepe,U,U,8,k,8,1,1
S,pepe,U,U,7,j,7,1,1
S,pepe,T,T,6,h,6,1,1
S,pepe,Y,Y,5,g,5,1,1
A,pepe,Y,Y,4,f,4,1,1
A,pepe,Y,Y,3,d,3,1,1
A,pepe,Y,Y,2,s,2,1,1
A,pepe,Y,Y,1,a,1,1,1
A,pepe,Y,Y,2,z,2,1,1
A,pepe,T,T,3,x,3,1,1
A,sergio,Y,Y,4,c,4,1,1
A,jojo,U,U,5,v,5,1,1
S,jojo,Y,Y,6,b,6,1,1
S,jojo,T,T,7,n,7,1,1
S,sergio,Y,Y,7,q,7,1,1
S,pepe,T,T,77,w,77,1,1
S,pepe,T,T,56,e,56,1,1
A,sergio,T,T,54,r,54,1,1
S,jojo,U,U,34,t,34,1,1
S,pepe,U,U,32,y,32,1,1
A,pepe,U,U,14,u,14,1,1
A,pepe,T,T,16,i,16,1,1
A,sergio,Y,Y,18,o,18,1,1
A,jojo,T,T,19,p,19,1,1
S,jojo,T,T,43,l,43,1,1
S,pepe,U,U,1,k,1,1,1
S,pepe,U,U,2,j,2,1,1
S,pepe,U,U,3,h,3,1,1
S,pepe,T,T,4,g,4,1,1
S,pepe,Y,Y,5,f,5,1,1
A,pepe,Y,Y,6,d,6,1,1
A,pepe,Y,Y,7,s,7,1,1
A,pepe,Y,Y,6,a,6,1,1
A,pepe,Y,Y,5,z,5,1,1
A,pepe,Y,Y,4,x,4,1,1
A,pepe,Y,Y,3,c,3,1,1
A,pepe,T,T,2,v,2,1,1
A,sergio,Y,Y,1,b,1,1,1
A,jojo,U,U,2,n,2,1,1
S,jojo,Y,Y,3,q,3,1,1
S,jojo,T,T,4,w,4,1,1
S,sergio,Y,Y,5,e,5,1,1
S,pepe,T,T,6,r,6,1,1
S,pepe,T,T,7,t,7,1,1
A,sergio,T,T,8,y,8,1,1
S,jojo,U,U,9,u,9,1,1
S,pepe,U,U,0,i,0,1,1
A,pepe,U,U,9,o,9,1,1
A,pepe,T,T,12,p,12,1,1
A,sergio,Y,Y,11,l,11,1,1
A,jojo,T,T,23,k,23,1,1
S,jojo,T,T,21,j,21,1,1
S,pepe,U,U,2,h,2,1,1
S,pepe,U,U,21,g,21,1,1
S,pepe,U,U,54,f,54,1,1
S,pepe,T,T,56,d,56,1,1
S,pepe,Y,Y,76,s,76,1,1
A,pepe,Y,Y,78,a,78,1,1
A,pepe,Y,Y,98,z,98,1,1
A,pepe,Y,Y,76,x,76,1,1
A,pepe,Y,Y,54,c,54,1,1
A,pepe,Y,Y,32,v,32,1,1
A,pepe,Y,Y,34,b,34,1,1
A,pepe,T,T,56,n,56,1,1
A,sergio,Y,Y,7,q,7,1,1
A,jojo,U,U,8,w,8,1,1
S,jojo,Y,Y,9,e,9,1,1
S,jojo,T,T,8,r,8,1,1
S,sergio,Y,Y,7,t,7,1,1
S,pepe,T,T,6,y,6,1,1
S,pepe,T,T,5,u,5,1,1
A,sergio,T,T,4,i,4,1,1
S,jojo,U,U,3,o,3,1,1
S,pepe,U,U,2,p,2,1,1
A,pepe,U,U,1,l,1,1,1
A,pepe,T,T,2,k,2,1,1
A,sergio,Y,Y,3,j,3,1,1
A,jojo,T,T,4,h,4,1,1
S,jojo,T,T,5,g,5,1,1
S,pepe,U,U,6,f,6,1,1
S,pepe,U,U,7,d,7,1,1
S,pepe,U,U,7,s,7,1,1
S,pepe,T,T,77,a,77,1,1
S,pepe,Y,Y,56,z,56,1,1
A,pepe,Y,Y,54,x,54,1,1
A,pepe,Y,Y,34,c,34,1,1
A,pepe,Y,Y,32,v,32,1,1
A,pepe,Y,Y,14,b,14,1,1
A,pepe,Y,Y,16,n,16,1,1
A,pepe,Y,Y,18,q,18,1,1
A,pepe,T,T,19,w,19,1,1
A,sergio,Y,Y,1,e,1,1,1
A,jojo,U,U,2,r,2,1,1
S,jojo,Y,Y,3,t,3,1,1
S,jojo,T,T,4,y,4,1,1
S,sergio,Y,Y,5,u,5,1,1
S,pepe,T,T,6,i,6,1,1
S,pepe,T,T,7,o,7,1,1
A,sergio,T,T,6,p,6,1,1
S,jojo,U,U,5,l,5,1,1
S,pepe,U,U,4,k,4,1,1
A,pepe,U,U,3,j,3,1,1
A,pepe,T,T,2,h,2,1,1
A,sergio,Y,Y,1,g,1,1,1
A,jojo,T,T,2,f,2,1,1
S,jojo,T,T,3,d,3,1,1
S,pepe,U,U,4,s,4,1,1
S,pepe,U,U,5,a,5,1,1
S,pepe,U,U,6,z,6,1,1
S,pepe,T,T,7,x,7,1,1
S,pepe,Y,Y,8,c,8,1,1
A,pepe,Y,Y,9,v,9,1,1
A,pepe,Y,Y,0,b,0,1,1
A,pepe,Y,Y,9,n,9,1,1
A,pepe,Y,Y,12,q,12,1,1
A,pepe,Y,Y,11,w,11,1,1
A,pepe,T,T,23,e,23,1,1
A,sergio,Y,Y,21,r,21,1,1
A,jojo,U,U,2,t,2,1,1
S,jojo,Y,Y,21,y,21,1,1
S,jojo,T,T,54,u,54,1,1
S,sergio,Y,Y,56,i,56,1,1
S,pepe,T,T,76,o,76,1,1
S,pepe,T,T,78,p,78,1,1
A,sergio,T,T,98,l,98,1,1
S,jojo,U,U,76,k,76,1,1
S,pepe,U,U,54,j,54,1,1
A,pepe,U,U,32,h,32,1,1
A,pepe,T,T,34,g,34,1,1
A,sergio,Y,Y,56,f,56,1,1
A,jojo,T,T,7,d,7,1,1
S,jojo,T,T,8,s,8,1,1
S,pepe,U,U,9,a,9,1,1
S,pepe,U,U,8,z,8,1,1
S,pepe,U,U,7,x,7,1,1
S,pepe,T,T,6,c,6,1,1
S,pepe,Y,Y,5,v,5,1,1
A,pepe,Y,Y,4,b,4,1,1
A,pepe,Y,Y,3,n,3,1,1
A,pepe,Y,Y,2,q,2,1,1
A,pepe,Y,Y,1,w,1,1,1
A,pepe,Y,Y,2,e,2,1,1
A,pepe,Y,Y,3,r,3,1,1
A,pepe,T,T,4,t,4,1,1
A,sergio,Y,Y,5,y,5,1,1
A,jojo,U,U,6,u,6,1,1
S,jojo,Y,Y,7,i,7,1,1
S,jojo,T,T,7,o,7,1,1
S,sergio,Y,Y,77,p,77,1,1
S,pepe,T,T,56,l,56,1,1
S,pepe,T,T,54,k,54,1,1
A,sergio,T,T,34,j,34,1,1
S,jojo,U,U,32,h,32,1,1
S,pepe,U,U,14,g,14,1,1
A,pepe,U,U,16,f,16,1,1
A,pepe,T,T,18,d,18,1,1
A,sergio,Y,Y,19,s,19,1,1
A,jojo,T,T,1,a,1,1,1
S,jojo,T,T,2,z,2,1,1
S,pepe,U,U,3,x,3,1,1
S,pepe,U,U,4,c,4,1,1
S,pepe,U,U,5,v,5,1,1
S,pepe,T,T,6,b,6,1,1
S,pepe,Y,Y,7,n,7,1,1
A,pepe,Y,Y,6,q,6,1,1
A,pepe,Y,Y,5,w,5,1,1
A,pepe,Y,Y,4,e,4,1,1
A,pepe,Y,Y,3,r,3,1,1
A,pepe,Y,Y,2,t,2,1,1
A,pepe,Y,Y,1,y,1,1,1
A,pepe,T,T,2,u,2,1,1
A,sergio,Y,Y,3,i,3,1,1
A,jojo,U,U,4,o,4,1,1
S,jojo,Y,Y,5,p,5,1,1
S,jojo,T,T,6,l,6,1,1
S,sergio,Y,Y,7,k,7,1,1
S,pepe,T,T,8,j,8,1,1
S,pepe,T,T,9,h,9,1,1
A,sergio,T,T,0,g,0,1,1
S,jojo,U,U,9,f,9,1,1
S,pepe,U,U,12,d,12,1,1
A,pepe,U,U,11,s,11,1,1
A,pepe,T,T,23,a,23,1,1
A,sergio,Y,Y,21,z,21,1,1
A,jojo,T,T,2,x,2,1,1
S,jojo,T,T,21,c,21,1,1
S,pepe,U,U,54,v,54,1,1
S,pepe,U,U,56,b,56,1,1
S,pepe,U,U,76,n,76,1,1
S,pepe,T,T,78,q,78,1,1
S,pepe,Y,Y,98,w,98,1,1
A,pepe,Y,Y,76,e,76,1,1
A,pepe,Y,Y,54,r,54,1,1
A,pepe,Y,Y,32,t,32,1,1
A,pepe,Y,Y,34,y,34,1,1
A,pepe,Y,Y,56,u,56,1,1
A,pepe,Y,Y,7,i,7,1,1
A,pepe,T,T,8,o,8,1,1
A,sergio,Y,Y,9,p,9,1,1
A,jojo,U,U,8,l,8,1,1
S,jojo,Y,Y,7,k,7,1,1
S,jojo,T,T,6,j,6,1,1
S,sergio,Y,Y,5,h,5,1,1
S,pepe,T,T,4,g,4,1,1
S,pepe,T,T,3,f,3,1,1
A,sergio,T,T,2,d,2,1,1
S,jojo,U,U,1,s,1,1,1
S,pepe,U,U,2,a,2,1,1
A,pepe,U,U,3,z,3,1,1
A,pepe,T,T,4,x,4,1,1
A,sergio,Y,Y,5,c,5,1,1
A,jojo,T,T,6,v,6,1,1
S,jojo,T,T,7,b,7,1,1
S,pepe,U,U,7,n,7,1,1
S,pepe,U,U,77,q,77,1,1
S,pepe,U,U,56,w,56,1,1
S,pepe,T,T,54,e,54,1,1
S,pepe,Y,Y,34,r,34,1,1
A,pepe,Y,Y,32,t,32,1,1
A,pepe,Y,Y,14,y,14,1,1
A,pepe,Y,Y,16,u,16,1,1
A,pepe,Y,Y,18,i,18,1,1
A,pepe,Y,Y,19,o,19,1,1
A,pepe,Y,Y,1,p,1,1,1
A,pepe,T,T,2,l,2,1,1
A,sergio,Y,Y,3,k,3,1,1
A,jojo,U,U,4,j,4,1,1
S,jojo,Y,Y,5,h,5,1,1
S,jojo,T,T,6,g,6,1,1
S,sergio,Y,Y,7,f,7,1,1
S,pepe,T,T,6,d,6,1,1
S,pepe,T,T,5,s,5,1,1
A,sergio,T,T,4,a,4,1,1
S,jojo,U,U,3,z,3,1,1
S,pepe,U,U,2,x,2,1,1
A,pepe,U,U,1,c,1,1,1
A,pepe,T,T,2,v,2,1,1
A,sergio,Y,Y,3,b,3,1,1
A,jojo,T,T,4,n,4,1,1
S,jojo,T,T,5,q,5,1,1
S,pepe,U,U,6,w,6,1,1
S,pepe,U,U,7,e,7,1,1
S,pepe,U,U,8,r,8,1,1
S,pepe,T,T,9,t,9,1,1
S,pepe,Y,Y,0,y,0,1,1
A,pepe,Y,Y,9,u,9,1,1
A,pepe,Y,Y,12,i,12,1,1
A,pepe,Y,Y,11,o,11,1,1
A,pepe,Y,Y,23,p,23,1,1
A,pepe,Y,Y,21,l,21,1,1
A,pepe,T,T,2,k,2,1,1
A,sergio,Y,Y,21,j,21,1,1
A,jojo,U,U,54,h,54,1,1
S,jojo,Y,Y,56,g,56,1,1
S,jojo,T,T,76,f,76,1,1
S,sergio,Y,Y,78,d,78,1,1
S,pepe,T,T,98,s,98,1,1
S,pepe,T,T,76,a,76,1,1
A,sergio,T,T,54,z,54,1,1
S,jojo,U,U,32,x,32,1,1
S,pepe,U,U,34,c,34,1,1
A,pepe,U,U,56,v,56,1,1
A,pepe,T,T,7,b,7,1,1
A,sergio,Y,Y,8,n,8,1,1
A,jojo,T,T,9,m,9,1,1
S,jojo,T,T,8,q,8,1,1
S,pepe,U,U,7,w,7,1,1
S,pepe,U,U,6,e,6,1,1
S,pepe,U,U,5,r,5,1,1
S,pepe,T,T,4,t,4,1,1
S,pepe,Y,Y,3,y,3,1,1
A,pepe,Y,Y,2,u,2,1,1
A,pepe,Y,Y,1,i,1,1,1
A,pepe,Y,Y,2,o,2,1,1
A,pepe,Y,Y,3,p,3,1,1
A,pepe,Y,Y,4,l,4,1,1
A,pepe,Y,Y,5,k,5,1,1
A,pepe,T,T,6,j,6,1,1
A,sergio,Y,Y,7,h,7,1,1
A,jojo,U,U,7,g,7,1,1
S,jojo,Y,Y,77,f,77,1,1
S,jojo,T,T,56,d,56,1,1
S,sergio,Y,Y,54,s,54,1,1
S,pepe,T,T,34,a,34,1,1
S,pepe,T,T,32,z,32,1,1
A,sergio,T,T,14,x,14,1,1
S,jojo,U,U,16,c,16,1,1
S,pepe,U,U,18,v,18,1,1
A,pepe,U,U,19,b,19,1,1
A,pepe,T,T,1,n,1,1,1
A,sergio,Y,Y,2,m,2,1,1
A,jojo,T,T,3,q,3,1,1
S,jojo,T,T,4,w,4,1,1
S,pepe,U,U,5,e,5,1,1
S,pepe,U,U,6,r,6,1,1
S,pepe,U,U,7,t,7,1,1
S,pepe,T,T,6,y,6,1,1
S,pepe,Y,Y,5,u,5,1,1
A,pepe,Y,Y,4,i,4,1,1
A,pepe,Y,Y,3,o,3,1,1
A,pepe,Y,Y,2,p,2,1,1
A,pepe,Y,Y,1,l,1,1,1
A,pepe,Y,Y,2,k,2,1,1
A,pepe,Y,Y,3,j,3,1,1
A,pepe,T,T,4,h,4,1,1
A,sergio,Y,Y,5,g,5,1,1
A,jojo,U,U,6,f,6,1,1
S,jojo,Y,Y,7,d,7,1,1
S,jojo,T,T,8,s,8,1,1
S,sergio,Y,Y,9,a,9,1,1
S,pepe,T,T,0,z,0,1,1
S,pepe,T,T,9,x,9,1,1
A,sergio,T,T,12,c,12,1,1
S,jojo,U,U,11,v,11,1,1
S,pepe,U,U,23,b,23,1,1
A,pepe,U,U,21,n,21,1,1
A,pepe,T,T,2,q,2,1,1
A,sergio,Y,Y,21,w,21,1,1
A,jojo,T,T,54,e,54,1,1
S,jojo,T,T,56,r,56,1,1
S,pepe,U,U,76,t,76,1,1
S,pepe,U,U,78,y,78,1,1
S,pepe,U,U,98,u,98,1,1
S,pepe,T,T,76,i,76,1,1
S,pepe,Y,Y,54,o,54,1,1
A,pepe,Y,Y,32,p,32,1,1
A,pepe,Y,Y,34,l,34,1,1
A,pepe,Y,Y,56,k,56,1,1
A,pepe,Y,Y,7,j,7,1,1
A,pepe,Y,Y,8,h,8,1,1
A,pepe,Y,Y,9,g,9,1,1
A,pepe,T,T,8,f,8,1,1
A,sergio,Y,Y,7,d,7,1,1
A,jojo,U,U,6,s,6,1,1
S,jojo,Y,Y,5,a,5,1,1
S,jojo,T,T,4,z,4,1,1
S,sergio,Y,Y,3,x,3,1,1
S,pepe,T,T,2,c,2,1,1
S,pepe,T,T,1,v,1,1,1
A,sergio,T,T,2,b,2,1,1
S,jojo,U,U,3,n,3,1,1
S,pepe,U,U,4,q,4,1,1
A,pepe,U,U,5,w,5,1,1
A,pepe,T,T,6,e,6,1,1
A,sergio,Y,Y,7,r,7,1,1
A,jojo,T,T,7,t,7,1,1
S,jojo,T,T,77,y,77,1,1
S,pepe,U,U,56,u,56,1,1
S,pepe,U,U,54,i,54,1,1
S,pepe,U,U,34,o,34,1,1
S,pepe,T,T,32,p,32,1,1
S,pepe,Y,Y,14,l,14,1,1
A,pepe,Y,Y,16,k,16,1,1
A,pepe,Y,Y,18,j,18,1,1
A,pepe,Y,Y,19,h,19,1,1
A,pepe,Y,Y,1,g,1,1,1
A,pepe,Y,Y,2,f,2,1,1
A,pepe,Y,Y,3,d,3,1,1
A,pepe,T,T,4,s,4,1,1
A,sergio,Y,Y,5,a,5,1,1
A,jojo,U,U,6,z,6,1,1
S,jojo,Y,Y,7,x,7,1,1
S,jojo,T,T,6,c,6,1,1
S,sergio,Y,Y,5,v,5,1,1
S,pepe,T,T,4,b,4,1,1
S,pepe,T,T,3,n,3,1,1
A,sergio,T,T,2,q,2,1,1
S,jojo,U,U,1,w,1,1,1
S,pepe,U,U,2,e,2,1,1
A,pepe,U,U,3,r,3,1,1
A,pepe,T,T,4,t,4,1,1
A,sergio,Y,Y,5,y,5,1,1
A,jojo,T,T,6,u,6,1,1
S,jojo,T,T,7,i,7,1,1
S,pepe,U,U,8,o,8,1,1
S,pepe,U,U,9,p,9,1,1
S,pepe,U,U,0,l,0,1,1
S,pepe,T,T,9,k,9,1,1
S,pepe,Y,Y,12,j,12,1,1
A,pepe,Y,Y,11,h,11,1,1
A,pepe,Y,Y,23,g,23,1,1
A,pepe,Y,Y,21,f,21,1,1
A,pepe,Y,Y,2,d,2,1,1
A,pepe,Y,Y,21,s,21,1,1
A,pepe,T,T,54,a,54,1,1
A,sergio,Y,Y,56,z,56,1,1
A,jojo,U,U,76,x,76,1,1
S,jojo,Y,Y,78,c,78,1,1
S,jojo,T,T,98,v,98,1,1
S,sergio,Y,Y,76,b,76,1,1
S,pepe,T,T,54,n,54,1,1
S,pepe,T,T,32,q,32,1,1
A,sergio,T,T,34,w,34,1,1
S,jojo,U,U,56,e,56,1,1
