var_a,var_s,var_d,var_f,var_g,var_h,var_j,var_k,var_l,var_z,var_x,var_c,var_v,var_b,monto,no pago
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
A,c,A,c,A,c,A,c,A,A,c,A,A,c,1,1
A,a,A,a,A,a,A,a,A,A,a,A,A,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
S,b,S,b,S,b,S,b,S,S,b,S,S,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
S,c,S,c,S,c,S,c,S,S,c,S,S,c,1,1
S,a,S,a,S,a,S,a,S,S,a,S,S,a,1,1
A,b,A,b,A,b,A,b,A,A,b,A,A,b,1,1
